"","z1","z2","z3","z4","z5","m11","m12","m13","m14","m15","m21","m22","m23","m24","m25","a11","a12","a13","a14","a15","a21","a22","a23","a24","a25","a31","a32","a33","a34","a35","obj cost","yield","test cost","mod cost","RR disease 1","RR disease 2","RR disease 3","RR disease 4"
"47",0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9874868,24000,0,144000,8e-04,0.000258333333333333,0.000583333333333333,0.000107
"48",1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7702493,99000,0,594000,8e-04,0.000138383838383838,0.000247474747474747,3.04848484848485e-05
"49",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100315,1000,0,6000,0.0072,1e-04,0.00014,6e-06
"50",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6927940,76000,0,456000,0.00088421052631579,1e-04,0.00014,6e-06
"51",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8858647,13000,0,78000,0.00129230769230769,0.000376923076923077,0.00014,1.15384615384615e-05
"52",1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6686272,88000,0,528000,0.000872727272727273,0.000140909090909091,0.00014,6.81818181818182e-06
"53",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9153187,9000,0,54000,0.00151111111111111,1e-04,0.00014,0.000267333333333333
"54",1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6980812,84000,0,504000,0.000876190476190476,1e-04,0.00014,3.4e-05
"55",0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8911519,21000,0,126000,0.0011047619047619,0.000271428571428571,0.00014,0.000121428571428571
"56",1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6739144,96000,0,576000,0.000866666666666667,0.0001375,0.00014,3.125e-05
"57",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163979,5000,0,30000,0.00208,0.00014,0.002268,6e-06
"58",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7991604,80000,0,480000,0.00088,0.0001025,0.000273,6e-06
"59",0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9922311,17000,0,102000,0.00117647058823529,0.000323529411764706,0.000765882352941176,1.02352941176471e-05
"60",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7749936,92000,0,552000,0.000869565217391304,0.000141304347826087,0.000255652173913043,6.78260869565218e-06
"61",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10216851,13000,0,78000,0.00129230769230769,0.000115384615384615,0.000958461538461538,0.000186923076923077
"62",1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044476,88000,0,528000,0.000872727272727273,0.000102272727272727,0.000260909090909091,3.27272727272727e-05
"63",0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975183,25000,0,150000,0.001056,0.000252,0.0005656,0.00010296
"64",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7802808,1e+05,0,6e+05,0.000864,0.000138,0.0002464,3.024e-05
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
"66",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671560,75000,0,3300000,0.001,2e-06,8.00000000000001e-06,4e-06
"67",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8955201.6,12000,0,528000,0.001,8.00000000000001e-06,8.00000000000001e-06,8e-06
"68",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626761.6,87000,0,3828000,0.001,2.82758620689655e-06,8.00000000000001e-06,4.55172413793104e-06
"69",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9154694.4,8000,0,352000,0.001,2e-06,8.00000000000001e-06,2e-04
"70",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826254.4,83000,0,3652000,0.001,2e-06,8.00000000000001e-06,2.28915662650602e-05
"71",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9109896,20000,0,880000,0.001,5.60000000000001e-06,8.00000000000001e-06,8.48e-05
"72",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8781456,95000,0,4180000,0.001,2.75789473684211e-06,8.00000000000001e-06,2.10105263157895e-05
"73",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9049684,4000,0,176000,0.001,3e-06,0.00016,4e-06
"74",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721244,79000,0,3476000,0.001,2.05063291139241e-06,1.56962025316456e-05,4e-06
"75",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9004885.6,16000,0,704000,0.001,6.75000000000001e-06,4.6e-05,7e-06
"76",1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676445.6,91000,0,4004000,0.001,2.83516483516484e-06,1.46813186813187e-05,4.52747252747253e-06
"77",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204378.4,12000,0,528000,0.001,2.33333333333334e-06,5.86666666666667e-05,0.000134666666666667
"78",1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8875938.4,87000,0,3828000,0.001,2.04597701149425e-06,1.49885057471265e-05,2.20229885057471e-05
"79",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159580,24000,0,1056000,0.001,5.16666666666667e-06,3.33333333333334e-05,7.13333333333333e-05
"80",1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8831140,99000,0,4356000,0.001,2.76767676767677e-06,1.41414141414142e-05,2.03232323232323e-05
"81",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9157220.8,1000,0,44000,0.009,2e-06,8.00000000000001e-06,4e-06
"82",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8828780.8,76000,0,3344000,0.00110526315789474,2e-06,8.00000000000001e-06,4e-06
"83",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9112422.4,13000,0,572000,0.00161538461538462,7.53846153846155e-06,8.00000000000001e-06,7.69230769230769e-06
"84",1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8783982.4,88000,0,3872000,0.00109090909090909,2.81818181818182e-06,8.00000000000001e-06,4.54545454545455e-06
"85",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311915.2,9000,0,396000,0.00188888888888889,2e-06,8.00000000000001e-06,0.000178222222222222
"86",1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8983475.2,84000,0,3696000,0.0010952380952381,2e-06,8.00000000000001e-06,2.26666666666667e-05
"87",0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9267116.8,21000,0,924000,0.00138095238095238,5.42857142857143e-06,8.00000000000001e-06,8.0952380952381e-05
"88",1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938676.8,96000,0,4224000,0.00108333333333333,2.75e-06,8.00000000000001e-06,2.08333333333333e-05
"89",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9206904.8,5000,0,220000,0.0026,2.8e-06,0.0001296,4e-06
"90",1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878464.8,80000,0,3520000,0.0011,2.05e-06,1.56e-05,4e-06
"91",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9162106.4,17000,0,748000,0.00147058823529412,6.47058823529412e-06,4.3764705882353e-05,6.82352941176471e-06
"92",1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8833666.4,92000,0,4048000,0.00108695652173913,2.82608695652174e-06,1.46086956521739e-05,4.52173913043478e-06
"93",0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9361599.2,13000,0,572000,0.00161538461538462,2.30769230769231e-06,5.47692307692308e-05,0.000124615384615385
"94",1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033159.2,88000,0,3872000,0.00109090909090909,2.04545454545455e-06,1.49090909090909e-05,2.18181818181818e-05
"95",0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9316800.8,25000,0,1100000,0.00132,5.04000000000001e-06,3.232e-05,6.864e-05
"96",1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8988360.8,1e+05,0,4400000,0.00108,2.76e-06,1.408e-05,2.016e-05
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
"98",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784177,75000,0,3750000,8e-04,2e-06,5.6e-06,2.4e-06
"99",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8970897.12,12000,0,6e+05,8e-04,8.00000000000001e-06,5.6e-06,4.8e-06
"100",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8755074.12,87000,0,4350000,8e-04,2.82758620689655e-06,5.6e-06,2.73103448275862e-06
"101",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090815.68,8000,0,4e+05,8e-04,2e-06,5.6e-06,0.00012
"102",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874992.68,83000,0,4150000,8e-04,2e-06,5.6e-06,1.37349397590361e-05
"103",0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9061712.8,20000,0,1e+06,8e-04,5.60000000000001e-06,5.6e-06,5.088e-05
"104",1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8845889.8,95000,0,4750000,8e-04,2.75789473684211e-06,5.6e-06,1.26063157894737e-05
"105",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9035562.4,4000,0,2e+05,8e-04,3e-06,0.000112,2.4e-06
"106",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8819739.4,79000,0,3950000,8e-04,2.05063291139241e-06,1.09873417721519e-05,2.4e-06
"107",0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9006459.52,16000,0,8e+05,8e-04,6.75000000000001e-06,3.22e-05,4.2e-06
"108",1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8790636.52,91000,0,4550000,8e-04,2.83516483516484e-06,1.02769230769231e-05,2.71648351648352e-06
"109",0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9126378.08,12000,0,6e+05,8e-04,2.33333333333334e-06,4.10666666666667e-05,8.08e-05
"110",1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910555.08,87000,0,4350000,8e-04,2.04597701149425e-06,1.04919540229885e-05,1.32137931034483e-05
"111",0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9097275.2,24000,0,1200000,8e-04,5.16666666666667e-06,2.33333333333334e-05,4.28e-05
"112",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8881452.2,99000,0,4950000,8e-04,2.76767676767677e-06,9.89898989898991e-06,1.21939393939394e-05
"113",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9126402.36,1000,0,50000,0.0072,2e-06,5.6e-06,2.4e-06
"114",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910579.36,76000,0,3800000,0.00088421052631579,2e-06,5.6e-06,2.4e-06
"115",0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9097299.48,13000,0,650000,0.00129230769230769,7.53846153846155e-06,5.6e-06,4.61538461538462e-06
"116",1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8881476.48,88000,0,4400000,0.000872727272727273,2.81818181818182e-06,5.6e-06,2.72727272727273e-06
"117",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9217218.04,9000,0,450000,0.00151111111111111,2e-06,5.60000000000001e-06,0.000106933333333333
"118",1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001395.04,84000,0,4200000,0.000876190476190476,2e-06,5.6e-06,1.36e-05
"119",0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9188115.16,21000,0,1050000,0.0011047619047619,5.42857142857143e-06,5.6e-06,4.85714285714286e-05
"120",1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8972292.16,96000,0,4800000,0.000866666666666667,2.75e-06,5.60000000000001e-06,1.25e-05
"121",0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9161964.76,5000,0,250000,0.00208,2.8e-06,9.07200000000001e-05,2.4e-06
"122",1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946141.76,80000,0,4e+06,0.00088,2.05e-06,1.092e-05,2.4e-06
"123",0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132861.88,17000,0,850000,0.00117647058823529,6.47058823529412e-06,3.06352941176471e-05,4.09411764705882e-06
"124",1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8917038.88,92000,0,4600000,0.000869565217391304,2.82608695652174e-06,1.02260869565217e-05,2.71304347826087e-06
"125",0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252780.44,13000,0,650000,0.00129230769230769,2.30769230769231e-06,3.83384615384616e-05,7.47692307692308e-05
"126",1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036957.44,88000,0,4400000,0.000872727272727273,2.04545454545455e-06,1.04363636363636e-05,1.30909090909091e-05
"127",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223677.56,25000,0,1250000,0.001056,5.04000000000001e-06,2.2624e-05,4.1184e-05
"128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9007854.56,1e+05,0,5e+06,0.000864,2.76e-06,9.85600000000001e-06,1.2096e-05
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,0,0,0,NA,NA,NA,NA
