"","z1","z2","z3","z4","z5","m11","m12","m13","m14","m15","m21","m22","m23","m24","m25","a11","a12","a13","a14","a15","a21","a22","a23","a24","a25","a31","a32","a33","a34","a35","obj cost","yield","test cost","mod cost","RR disease 1","RR disease 2","RR disease 3","RR disease 4"
"53",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9103652,9103652,9103652,9103652,9103652,9103652,9103652,9103652
"54",1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6391952,6391952,6391952,6391952,6391952,6391952,6391952,6391952
"55",0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8778116,8778116,8778116,8778116,8778116,8778116,8778116,8778116
"56",1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6066416,6066416,6066416,6066416,6066416,6066416,6066416,6066416
"57",0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10110156,10110156,10110156,10110156,10110156,10110156,10110156,10110156
"58",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7398456,7398456,7398456,7398456,7398456,7398456,7398456,7398456
"59",0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9784620,9784620,9784620,9784620,9784620,9784620,9784620,9784620
"60",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072920,7072920,7072920,7072920,7072920,7072920,7072920,7072920
"61",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10184684,10184684,10184684,10184684,10184684,10184684,10184684,10184684
"62",1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7472984,7472984,7472984,7472984,7472984,7472984,7472984,7472984
"63",0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859148,9859148,9859148,9859148,9859148,9859148,9859148,9859148
"64",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7147448,7147448,7147448,7147448,7147448,7147448,7147448,7147448
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06
"66",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214060,11214060,11214060,11214060,11214060,11214060,11214060,11214060
"67",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9361761.6,9361761.6,9361761.6,9361761.6,9361761.6,9361761.6,9361761.6,9361761.6
"68",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11575821.6,11575821.6,11575821.6,11575821.6,11575821.6,11575821.6,11575821.6,11575821.6
"69",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9418054.4,9418054.4,9418054.4,9418054.4,9418054.4,9418054.4,9418054.4,9418054.4
"70",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11632114.4,11632114.4,11632114.4,11632114.4,11632114.4,11632114.4,11632114.4,11632114.4
"71",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9779816,9779816,9779816,9779816,9779816,9779816,9779816,9779816
"72",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11993876,11993876,11993876,11993876,11993876,11993876,11993876,11993876
"73",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9179204,9179204,9179204,9179204,9179204,9179204,9179204,9179204
"74",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11393264,11393264,11393264,11393264,11393264,11393264,11393264,11393264
"75",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9540965.6,9540965.6,9540965.6,9540965.6,9540965.6,9540965.6,9540965.6,9540965.6
"76",1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11755025.6,11755025.6,11755025.6,11755025.6,11755025.6,11755025.6,11755025.6,11755025.6
"77",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597258.4,9597258.4,9597258.4,9597258.4,9597258.4,9597258.4,9597258.4,9597258.4
"78",1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11811318.4,11811318.4,11811318.4,11811318.4,11811318.4,11811318.4,11811318.4,11811318.4
"79",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9959020,9959020,9959020,9959020,9959020,9959020,9959020,9959020
"80",1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12173080,12173080,12173080,12173080,12173080,12173080,12173080,12173080
"81",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9111120.8,9111120.8,9111120.8,9111120.8,9111120.8,9111120.8,9111120.8,9111120.8
"82",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11325180.8,11325180.8,11325180.8,11325180.8,11325180.8,11325180.8,11325180.8,11325180.8
"83",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9472882.4,9472882.4,9472882.4,9472882.4,9472882.4,9472882.4,9472882.4,9472882.4
"84",1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11686942.4,11686942.4,11686942.4,11686942.4,11686942.4,11686942.4,11686942.4,11686942.4
"85",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9529175.2,9529175.2,9529175.2,9529175.2,9529175.2,9529175.2,9529175.2,9529175.2
"86",1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11743235.2,11743235.2,11743235.2,11743235.2,11743235.2,11743235.2,11743235.2,11743235.2
"87",0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9890936.8,9890936.8,9890936.8,9890936.8,9890936.8,9890936.8,9890936.8,9890936.8
"88",1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12104996.8,12104996.8,12104996.8,12104996.8,12104996.8,12104996.8,12104996.8,12104996.8
"89",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9290324.8,9290324.8,9290324.8,9290324.8,9290324.8,9290324.8,9290324.8,9290324.8
"90",1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11504384.8,11504384.8,11504384.8,11504384.8,11504384.8,11504384.8,11504384.8,11504384.8
"91",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652086.4,9652086.4,9652086.4,9652086.4,9652086.4,9652086.4,9652086.4,9652086.4
"92",1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11866146.4,11866146.4,11866146.4,11866146.4,11866146.4,11866146.4,11866146.4,11866146.4
"93",0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708379.2,9708379.2,9708379.2,9708379.2,9708379.2,9708379.2,9708379.2,9708379.2
"94",1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11922439.2,11922439.2,11922439.2,11922439.2,11922439.2,11922439.2,11922439.2,11922439.2
"95",0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10070140.8,10070140.8,10070140.8,10070140.8,10070140.8,10070140.8,10070140.8,10070140.8
"96",1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12284200.8,12284200.8,12284200.8,12284200.8,12284200.8,12284200.8,12284200.8,12284200.8
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06
"98",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11492058,11492058,11492058,11492058,11492058,11492058,11492058,11492058
"99",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9405127.68,9405127.68,9405127.68,9405127.68,9405127.68,9405127.68,9405127.68,9405127.68
"100",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11897185.68,11897185.68,11897185.68,11897185.68,11897185.68,11897185.68,11897185.68,11897185.68
"101",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411329.92,9411329.92,9411329.92,9411329.92,9411329.92,9411329.92,9411329.92,9411329.92
"102",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11903387.92,11903387.92,11903387.92,11903387.92,11903387.92,11903387.92,11903387.92,11903387.92
"103",0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9816457.6,9816457.6,9816457.6,9816457.6,9816457.6,9816457.6,9816457.6,9816457.6
"104",1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12308515.6,12308515.6,12308515.6,12308515.6,12308515.6,12308515.6,12308515.6,12308515.6
"105",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181828,9181828,9181828,9181828,9181828,9181828,9181828,9181828
"106",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11673886,11673886,11673886,11673886,11673886,11673886,11673886,11673886
"107",0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586955.68,9586955.68,9586955.68,9586955.68,9586955.68,9586955.68,9586955.68,9586955.68
"108",1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12079013.68,12079013.68,12079013.68,12079013.68,12079013.68,12079013.68,12079013.68,12079013.68
"109",0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9593157.92,9593157.92,9593157.92,9593157.92,9593157.92,9593157.92,9593157.92,9593157.92
"110",1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12085215.92,12085215.92,12085215.92,12085215.92,12085215.92,12085215.92,12085215.92,12085215.92
"111",0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998285.6,9998285.6,9998285.6,9998285.6,9998285.6,9998285.6,9998285.6,9998285.6
"112",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12490343.6,12490343.6,12490343.6,12490343.6,12490343.6,12490343.6,12490343.6,12490343.6
"113",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9098507.44,9098507.44,9098507.44,9098507.44,9098507.44,9098507.44,9098507.44,9098507.44
"114",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11590565.44,11590565.44,11590565.44,11590565.44,11590565.44,11590565.44,11590565.44,11590565.44
"115",0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503635.12,9503635.12,9503635.12,9503635.12,9503635.12,9503635.12,9503635.12,9503635.12
"116",1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11995693.12,11995693.12,11995693.12,11995693.12,11995693.12,11995693.12,11995693.12,11995693.12
"117",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9509837.36,9509837.36,9509837.36,9509837.36,9509837.36,9509837.36,9509837.36,9509837.36
"118",1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001895.36,12001895.36,12001895.36,12001895.36,12001895.36,12001895.36,12001895.36,12001895.36
"119",0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9914965.04,9914965.04,9914965.04,9914965.04,9914965.04,9914965.04,9914965.04,9914965.04
"120",1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12407023.04,12407023.04,12407023.04,12407023.04,12407023.04,12407023.04,12407023.04,12407023.04
"121",0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9280335.44,9280335.44,9280335.44,9280335.44,9280335.44,9280335.44,9280335.44,9280335.44
"122",1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11772393.44,11772393.44,11772393.44,11772393.44,11772393.44,11772393.44,11772393.44,11772393.44
"123",0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9685463.12,9685463.12,9685463.12,9685463.12,9685463.12,9685463.12,9685463.12,9685463.12
"124",1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12177521.12,12177521.12,12177521.12,12177521.12,12177521.12,12177521.12,12177521.12,12177521.12
"125",0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691665.36,9691665.36,9691665.36,9691665.36,9691665.36,9691665.36,9691665.36,9691665.36
"126",1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12183723.36,12183723.36,12183723.36,12183723.36,12183723.36,12183723.36,12183723.36,12183723.36
"127",0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10096793.04,10096793.04,10096793.04,10096793.04,10096793.04,10096793.04,10096793.04,10096793.04
"128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12588851.04,12588851.04,12588851.04,12588851.04,12588851.04,12588851.04,12588851.04,12588851.04
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06,9e+06
"130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8527678.875,8527678.875,8527678.875,8527678.875,8527678.875,8527678.875,8527678.875,8527678.875
"131",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8680680,8680680,8680680,8680680,8680680,8680680,8680680,8680680
"132",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7868375.66786305,7868375.66786305,7868375.66786305,7868375.66786305,7868375.66786305,7868375.66786305,7868375.66786305,7868375.66786305
"133",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9167760,9167760,9167760,9167760,9167760,9167760,9167760,9167760
"134",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8047204.930356,8047204.930356,8047204.930356,8047204.930356,8047204.930356,8047204.930356,8047204.930356,8047204.930356
